id,track_name,track_artist,track_album_name,track_album_release_date,track_popularity,tempo,loudness,danceability
1278,Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",Never Going Home Tonight (feat. Madison Love),2024-09-06,0.28125,0.4776379042666618,0.9101206106190752,0.4472123368920522
1279,Belly Dancer,"Imanbek, BYOR",Belly Dancer,2022-02-18,0.28125,0.45316523571700257,0.8602741555031377,0.8410438908659549
1282,Ferrari,"James Hype, Miggy Dela Rosa",Ferrari,2022-04-01,0.25,0.47198892650717356,0.7958965686056345,0.8434163701067615
1284,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],2023-06-15,0.21875,0.5031268900070458,0.8447638969246518,0.6346381969157769
1285,Baianá,Bakermat,The Ringmaster,2020-10-09,0.21875,0.4530342991464184,0.8157906448885132,0.5349940688018979
1286,Supernova Love,"IVE, David Guetta",Supernova Love,2024-11-08,0.1875,0.4409881346526752,0.8548667052383284,0.6156583629893239
1287,Forever Young,"David Guetta, Alphaville, Ava Max",Forever Young,2024-10-18,0.28125,0.5024535019297556,0.84932573768303,0.5005931198102017
1288,Mwaki,"Zerb, Sofiya Nzau",SURRENDER,2023-10-27,0.1875,0.44099436972746503,0.7764475499577196,0.8434163701067615
1289,Alibi (feat. Rudimental),"Ella Henderson, Rudimental",Alibi (feat. Rudimental),2024-01-12,0.1875,0.23518078599352804,0.8907383506164048,0.4851720047449585
1290,Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",Gatluak (Bakermat Remix),2021-07-23,0.15625,0.426678638010263,0.8079576305131515,0.5278766310794779
1291,21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",21 Reasons (feat. Ella Henderson),2022-04-29,0.15625,0.46547950842670366,0.8710668031510082,0.5753262158956108
1292,K.O.,"LAVINIA, Ely Oaks",K.O.,2024-08-09,0.125,0.5029710131373029,0.8389558947883752,0.6856465005931197
1293,Move Your Body,"Öwnboss, Sevek",Move Your Body,2021-10-29,0.125,0.47228197502229047,0.8508389336419067,0.8446026097271647
1294,Around The World,"Niklas Dee, René Miller",Around The World,2024-08-02,0.125,0.16040353404039093,0.872958298099604,0.5563463819691576
1295,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",Where Did You Go (feat. MNEK),2022-02-04,0.09375,0.48464612833030946,0.8701321821175843,0.7437722419928825
1296,Good Love,"Hannah Laing, RoRo",Good Love,2023-05-12,0.09375,0.5657332759706453,0.8607414660198496,0.7603795966785291
1297,Never Walk Alone,"BLOND:ISH, Stevie Appleton",Never Walk Alone,2024-08-02,0.09375,0.5031081847826766,0.8193511059682229,0.8505338078291814
1298,adore u,"Fred again.., Obongjayar",adore u,2023-08-11,0.0625,0.46582243754013836,0.8084916996751079,0.7247924080664293
1299,Hold On Me,"Kygo, Sandro Cavazza",Hold On Me,2024-11-15,0.0,0.4595312470773088,0.8255819128577151,0.5112692763938315
1300,Makeba - Ian Asher Remix,"Jain, Ian Asher",Makeba (Ian Asher Remix),2023-01-13,0.03125,0.4656852658947645,0.8804352663669945,0.6109134045077105
1301,Tantalizing,"Tiësto, Soaky Siren",Tantalizing,2024-11-08,0.03125,0.45968712394705186,0.87582891984512,0.6346381969157769
1302,World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",World Gone Wild (feat. Sam Martin),2024-10-11,0.03125,0.4906255650536529,0.8036405714540034,0.5907473309608541
1303,Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",Whistle (feat. Calum Scott),2023-02-10,0.03125,0.46588478828803565,0.8713338377319864,0.6559905100830367
1304,Born To Love Ya,"Gabry Ponte, Sean Paul, NATTI NATASHA",Born To Love Ya,2024-10-04,0.03125,0.5032640616524198,0.8631892830121501,0.6120996441281138
1305,Love Is The Only Thing,Lost Frequencies,Love Is The Only Thing,2024-11-08,0.0,0.4902826359402182,0.7798744937469403,0.5599051008303677
1306,2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",2 Times,2024-10-04,0.0,0.16004189970258698,0.8960790422359696,0.7544483985765124
1307,Deep In Your Love,"Alok, Bebe Rexha",Deep In Your Love,2024-01-12,0.0,0.5036693415137516,0.8565801771329388,0.5361803084223012
1308,Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",Happier (feat. Clementine Douglas),2024-02-02,0.0,0.47854822518596124,0.8892696604210246,0.7698695136417556
1309,Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",Honey Boy (feat. Nile Rodgers & Shenseea),2024-05-03,0.0,0.4406888510627686,0.8495037607370155,0.6975088967971529
1312,Alone,Marshmello,Alone,2016-05-13,0.0,0.5778979068853933,0.8879789932796298,0.5871886120996441
1314,El Listón De Tu Pelo,Los Ángeles Azules,Una Lluvia De Rosas,1999-01-01,0.09375,0.19830031861232184,0.7888201522097112,0.6631079478054566
1315,17 Años,Los Ángeles Azules,Una Lluvia De Rosas,1999-01-01,0.0,0.2596035739448696,0.7687480528728471,0.7141162514827994
1316,Piensa En Mí,Grupo Mojado,Sueño Y Realidad,1996-01-01,0.15625,0.19198418785033333,0.7737104455026926,0.6927639383155396
1318,Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",Gata Only (Remix),2024-06-07,0.15625,0.3160746463153827,0.8537540611509191,0.6986951364175562
1321,ADIVINO,"Myke Towers, Bad Bunny",ADIVINO,2024-04-25,0.28125,0.42828105223122165,0.9177756019404514,0.7710557532621589
1322,REINA,"Mora, SAIKO",ESTRELLA,2023-08-28,0.09375,0.7399786760442195,0.8128087587342562,0.6975088967971529
1324,HIBIKI,"Bad Bunny, Mora",nadie sabe lo que va a pasar mañana,2023-10-13,0.0625,0.4403833323980722,0.846455115937514,0.7888493475682088
1325,MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,0.28125,0.5596041974523487,0.8597178334594331,0.7722419928825622
1326,FINA,"Bad Bunny, Young Miko",nadie sabe lo que va a pasar mañana,2023-10-13,0.15625,0.2824239476752524,0.8507944278784103,0.8434163701067615
1327,DILUVIO,Rauw Alejandro,PLAYA SATURNO,2023-07-07,0.40625,0.28471845519787015,0.8932529262539499,0.8410438908659549
1328,QLONA,"KAROL G, Peso Pluma",MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,0.46875,0.7520310756127522,0.8052872847033692,0.8362989323843415
1329,WHERE SHE GOES,Bad Bunny,WHERE SHE GOES,2023-05-18,0.1875,0.5902932355673609,0.8817481863901375,0.6120996441281138
1330,Coco Chanel,"Eladio Carrion, Bad Bunny",3MEN2 KBRN,2023-03-17,0.15625,0.5655961043252715,0.8475677600249233,0.8623962040332146
1331,La Jumpa,"Arcángel, Bad Bunny",La Jumpa,2022-11-30,0.03125,0.4598679411159538,0.8428056433308114,0.6844602609727164
1332,Me Porto Bonito,"Bad Bunny, Chencho Corleone",Un Verano Sin Ti,2022-05-06,0.40625,0.26623769352113386,0.8575815568116072,0.9193357058125741
1334,Efecto,Bad Bunny,Un Verano Sin Ti,2022-05-06,0.34375,0.30391001540063484,0.775423917397303,0.7888493475682088
1335,Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,2022-05-06,0.34375,0.3576875354619879,0.8555120388090258,0.6097271648873072
1336,Tarot,"Bad Bunny, JHAYCO",Un Verano Sin Ti,2022-05-06,0.25,0.4034467493437584,0.8828163247140506,0.7817319098457888
1337,La Corriente,"Bad Bunny, Tony Dize",Un Verano Sin Ti,2022-05-06,0.15625,0.9154025052530508,0.8930749031999645,0.6251482799525504
1338,MEMORIAS,"Mora, JHAYCO",MICRODOSIS,2022-04-01,0.15625,0.49043851280996126,0.8286750634207131,0.753262158956109
1339,Pa' Que Retozen,Tego Calderón,El Abayarde,2003-07-01,0.3125,0.2661753427732367,0.8860652454492858,0.8054567022538551
1340,Volví,"Aventura, Bad Bunny",Volví,2021-08-03,0.1875,0.7893043527057109,0.8882682807423562,0.6986951364175562
1341,Volando - Remix,"Mora, Bad Bunny, Sech",Volando (Remix),2021-07-08,0.15625,0.6526502185393717,0.8677288708887801,0.6204033214709371
1342,Yonaguni,Bad Bunny,Yonaguni,2021-06-04,0.21875,0.8145875809780341,0.8687970092126931,0.6026097271648873
1343,TE MUDASTE,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,0.125,0.2663623950169283,0.8635898348836175,0.800711743772242
1344,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,0.1875,0.20381212472643612,0.8623214206239709,0.8540925266903913
1345,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna","Yo x Ti, Tu x Mi",2019-08-15,0.03125,0.26590723455727855,0.8979260314210691,0.763938315539739
1346,DÁKITI,"Bad Bunny, JHAYCO",EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,0.21875,0.37798893897732316,0.7473407806310918,0.7058125741399762
1347,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",Emmanuel,2020-05-29,0.1875,0.7776135874749819,0.8659931461124216,0.6583629893238433
1348,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",YHLQMDLG,2020-02-29,0.125,0.29221925016990585,0.8805242778939874,0.5587188612099643
1349,La Difícil,Bad Bunny,YHLQMDLG,2020-02-29,0.0625,0.8140825399200666,0.8696871244826205,0.6512455516014235
1350,A Tu Merced,Bad Bunny,YHLQMDLG,2020-02-29,0.15625,0.2663499248673488,0.864724731852775,0.8588374851720048
1351,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,2020-02-29,0.1875,0.5026904347717651,0.8529529574079844,0.9062870699881375
1352,La Zona,Bad Bunny,YHLQMDLG,2020-02-29,0.0,0.27862678712831174,0.8897147180559883,0.7425860023724792
1353,Yo Perreo Sola,Bad Bunny,YHLQMDLG,2020-02-29,0.03125,0.2974691831428518,0.8563576483154569,0.8588374851720048
1354,Fantasias,"Rauw Alejandro, Farruko",Fantasias,2019-08-29,0.09375,0.2787016080257884,0.8772976100405003,0.8813760379596677
1355,Velitas,"Darell, Brytiago",Velitas,2019-07-12,0.0625,0.7272965339219246,0.8152120699630603,0.8102016607354684
1356,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,2019-06-28,0.4375,0.7905014870653375,0.8422270684053585,0.7354685646500593
1357,QUE PRETENDES,"J Balvin, Bad Bunny",OASIS,2019-06-28,0.21875,0.26996626824538766,0.8723129645289065,0.5966785290628707
1358,Callaita,"Bad Bunny, Tainy",Callaita,2019-05-31,0.125,0.7910065281233052,0.864969513552005,0.5622775800711743
1359,Con Altura,"ROSALÍA, J Balvin, El Guincho",Con Altura,2019-03-28,0.03125,0.3033862691182981,0.8815701633361521,0.8849347568208777
1360,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Verte Ir,2019-03-28,0.03125,0.2910345859598587,0.8787885531176288,0.8552787663107947
1362,Mayores,"Becky G, Bad Bunny",MALA SANTA,2019-10-18,0.0625,0.29733824657226765,0.8746940228759625,0.723606168446026
1363,512,"Mora, JHAYCO",Primer Dia de Clases,2021-02-05,0.1875,0.24102305107149763,0.8033512839912769,0.8090154211150651
1364,Ay Vamos,J Balvin,La Familia B Sides,2014-09-12,0.125,0.7769589046220611,0.8433174596110197,0.690391459074733
1365,Borro Cassette,Maluma,"Pretty Boy, Dirty Boy",2015-10-30,0.4375,0.7896410467443558,0.8402243090480218,0.7046263345195729
1366,6 AM,"J Balvin, Farruko",La Familia,2013-09-29,0.03125,0.7897345728662017,0.8588944768347502,0.723606168446026
1367,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Sensualidad,2017-11-03,0.03125,0.5655275185025845,0.8317014553384664,0.7959667852906287
1368,Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",Sigue Bailandome,2018-10-19,0.0625,0.35370955774614526,0.809804619698251,0.7864768683274022
1369,No Es Justo,"J Balvin, Zion & Lennox",Vibras,2018-05-25,0.03125,0.2404182488168946,0.8712003204414972,0.6488730723606169
1370,Una Vez,"Bad Bunny, Mora",YHLQMDLG,2020-02-29,0.1875,0.21530336756389395,0.8509724509323958,0.49110320284697506
1371,Una Locura,"Ozuna, J Balvin, Chencho Corleone",ENOC,2020-09-04,0.03125,0.740209373811439,0.8689082736214341,0.6856465005931197
1372,Bandido,"Myke Towers, Juhn",Bandido,2020-12-10,0.0625,0.7402031387366492,0.8679959054697584,0.6844602609727164
1373,UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",OASIS,2019-06-28,0.21875,0.18708341906561177,0.8126307356802707,0.5824436536180307
1374,EL MAKINON,"KAROL G, Mariah Angeliq",KG0516,2021-03-26,0.0625,0.24664708853182699,0.8994392273799457,0.5919335705812574
1375,Pepas,Farruko,Pepas,2021-06-24,0.25,0.503145595231415,0.8831723708220215,0.7425860023724792
1376,ALMAS GEMELAS,Myke Towers,ALMAS GEMELAS,2021-07-22,0.03125,0.28478080594576743,0.8692865726111532,0.7793594306049821
1377,Bichiyal,"Bad Bunny, Yaviah",YHLQMDLG,2020-02-29,0.0625,0.2784023244358817,0.876785793760292,0.7129300118623961
1378,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,0.0625,0.7518440233690606,0.8303217766700788,0.5966785290628707
1379,MAMIII,"Becky G, KAROL G",MAMIII,2022-02-10,0.03125,0.27862055205352193,0.8918955004673106,0.8386714116251481
1380,Desesperados,"Rauw Alejandro, Chencho Corleone",Desesperados,2021-12-11,0.0,0.2538610700635355,0.8966353642796743,0.8695136417556345
1381,Te Felicito,"Shakira, Rauw Alejandro",Te Felicito,2022-04-21,0.0625,0.7783555613749589,0.8676176064800393,0.6631079478054566
1382,Después de la Playa,Bad Bunny,Un Verano Sin Ti,2022-05-06,0.09375,0.18074234800446443,0.8995059860251903,0.5077105575326215
1383,Moscow Mule,Bad Bunny,Un Verano Sin Ti,2022-05-06,0.34375,0.31588759407169104,0.8498375539632383,0.7924080664294187
1384,Agosto,Bad Bunny,Un Verano Sin Ti,2022-05-06,0.09375,0.4097254696570087,0.7888201522097112,0.8457888493475682
1385,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Yo Te Quiero Pa Mi,2022-02-09,0.0625,0.8266836260700949,0.8381102852819441,0.6156583629893239
1386,GATÚBELA,"KAROL G, Maldy",GATÚBELA,2022-08-26,0.0,0.2694674622622099,0.9083403800792204,0.5824436536180307
1387,¿Qué Nos Pasó?,Anuel AA,¿Qué Nos Pasó?,2022-05-26,0.09375,0.2849117425163516,0.8641906626908186,0.6725978647686831
1389,Sexo Virtual,Rauw Alejandro,VICE VERSA,2021-12-10,0.0625,0.814138655593174,0.8980595487115582,0.6737841043890864
1390,Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,2021-09-08,0.0625,0.3037790788300507,0.8949663981485603,0.7093712930011862
1392,La Bebe - Remix,"Yng Lvcas, Peso Pluma",La Bebe (Remix),2023-03-17,0.34375,0.752056015911911,0.8448306555698963,0.8018979833926453
1393,QUEMA,"Ryan Castro, Peso Pluma, SOG",QUEMA,2023-07-13,0.1875,0.2974317726941135,0.9137700832257778,0.7769869513641755
1394,LALA,Myke Towers,LA VIDA ES UNA,2023-03-23,0.4375,0.2661192271001292,0.8811696114646848,0.6785290628706998
1395,Lollipop,Darell,EVERYBODY GO TO THE DISCOTEK,2023-07-28,0.09375,0.3346925796374928,0.8611865236548134,0.8137603795966784
1396,Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",Cosmo,2023-11-17,0.125,0.7032042049344382,0.900551871467355,0.7698695136417556
1397,Corazón Roto - Remix,"Brray, JHAYCO, Ryan Castro",Corazón Roto (Remix),2023-04-07,0.03125,0.27242912278732795,0.8669055142640972,0.8386714116251481
1398,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),2019-12-13,0.0,0.7398789148475837,0.8932084204904536,0.753262158956109
1399,BELLAKEO,"Peso Pluma, Anitta",BELLAKEO,2023-12-07,0.21875,0.8149616854654174,0.9081178512617385,0.6927639383155396
1400,Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se da Remix,2019-08-02,0.125,0.2786704326518397,0.8462993457652767,0.8078291814946618
1401,Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",Error 93,2019-06-03,0.09375,0.3098021610769222,0.7861053006364325,0.9039145907473308
1402,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,2024-04-04,0.34375,0.316043470941434,0.8595398104054476,0.6986951364175562
1403,Guay,"Ozuna, Bad Gyal",Guay,2024-04-18,0.03125,0.2913775150732934,0.906515643775869,0.8825622775800711
1404,HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",KrING,2019-10-04,0.03125,0.7508401763279153,0.8572700164671325,0.6856465005931197
1405,BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",BBY BOO (REMIX),2024-03-27,0.21875,0.7772955986607062,0.844430103698429,0.6725978647686831
1406,SI NO ES CONTIGO,Cris Mj,SI NO ES CONTIGO,2024-05-23,0.53125,0.31621181796075654,0.845743023721572,0.7437722419928825
1407,Gata Only,"FloyyMenor, Cris Mj",Gata Only,2024-02-02,0.59375,0.315999825417906,0.7826561039654636,0.7769869513641755
1408,ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",ELOVRGA,2023-08-18,0.21875,0.5030894795583074,0.7371934665539188,0.7793594306049821
1409,Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",The Academy,2019-10-11,0.0625,0.26626263382029275,0.9049134362899997,0.4733096085409253
1412,Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",Que Se Cuide,2024-05-04,0.09375,0.49084379267129313,0.892429569629267,0.9501779359430605
1413,Mejores Jordans,"Victor Mendivil, Oscar Maydon",Mejores Jordans,2024-07-30,0.46875,0.4109911898393222,0.7720414793715786,0.6322657176749703
1414,APAGA EL CEL,"FloyyMenor, Lewis Somes",EL COMIENZO,2024-08-09,0.25,0.3162429933347051,0.8035738128087588,0.6642941874258599
1416,LUNA,"Feid, ATL Jacob",FERXXOCALIPSIS,2023-12-01,0.625,0.31620558288596684,0.9069161956473364,0.7568208778173191
1417,TU TA RICA,"FloyyMenor, Lewis Somes",EL COMIENZO,2024-08-09,0.25,0.3160497060162238,0.8207530375183587,0.734282325029656
1418,Parado no Bailão,"MC L da Vinte, MC Gury",Parado no Bailão,2018-07-23,0.15625,0.23211936427177454,0.935043838177044,0.8208778173190984
1419,Se Voce Nao Quer Passa a Vez,"Mc Delux, DJ Guih Da ZO",Se Voce Nao Quer Passa a Vez,2022-03-22,0.0625,0.5028213713423495,1.0,0.9727164887307235
1420,BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",BRAZILIAN DANÇA PHONK,2023-05-12,0.125,0.4782925871195826,0.9179981307579332,0.7259786476868326
1422,Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",Faz um Vuk Vuk (Teto Espelhado),2023-07-20,0.125,0.5036256959902234,0.795362499443678,0.930011862396204
1423,Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",Te Maceto Depois Do Baile,2024-05-14,0.03125,0.5034698191204805,0.9305487560639103,0.8944246737841043
1424,MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,2024-05-10,0.28125,0.19445327746706326,0.8294316614001513,0.4223013048635824
1425,Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",Ela Joga na Hora,2024-03-28,0.3125,0.5034511138961113,0.8839067159197117,0.9644128113879001
1426,THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",THE BOX MEDLEY FUNK 2,2024-04-18,0.3125,0.42213326848855565,0.7805198273176377,0.7615658362989324
1427,Louca Encubada,"Dj Samir, Rodricci, Launch13",Louca Encubada,2023-10-13,0.09375,0.5035633452423265,0.8885130624415862,0.6441281138790036
1428,DANÇA PRA ME PROVOCAR,"DJ JOÃO PEREIRA, MC Koringa",DANÇA PRA ME PROVOCAR,2023-09-14,0.0,0.2220434834115836,0.9504873381102853,0.5682087781731909
1429,Tá OK,"DENNIS, MC Kevin o Chris",Tá OK,2023-05-04,0.09375,0.5038750989818124,0.938737816547243,0.8623962040332146
1430,WHINE IN BRAZIL FUNK,Ichiss,WHINE IN BRAZIL FUNK,2024-07-09,0.125,0.42242008192888286,0.8582046375005564,0.8623962040332146
1431,TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",Baile do Bruxo (DELUXE),2023-12-22,0.0625,0.23147091649364343,0.8383995727446705,0.6820877817319098
1432,Onlar Anlamaz Halden,Semicenk,Geçiyor Zaman,2024-08-09,0.21875,0.2538922454374842,0.5889670212292493,0.6773428232502965
1433,Geçiyor Zaman,Semicenk,Geçiyor Zaman,2024-08-09,0.21875,0.3037541385308918,0.8546886821843429,0.5848161328588374
1434,Kader Sağ Olsun,Semicenk,Geçiyor Zaman,2024-08-09,0.0625,0.4407948473341939,0.7925363834616583,0.6512455516014235
1435,Küle Dönmüşsün,"Semicenk, Doğu Swag",Küle Dönmüşsün,2024-06-14,0.125,0.285260906704576,0.8634785704748765,0.8244365361803083
1436,Önümüz Yaz,Simge,Önümüz Yaz,2024-06-21,0.1875,0.36609241627853334,0.877141839868263,0.6998813760379595
1437,Kafamın İçi,"Ebru Yaşar, Siyam, Zeyd",Yine Çalıyor,2024-05-22,0.0,0.18361048240773653,0.8189728069785038,0.4744958481613286
1438,Lan,Zeynep Bastık,Lan,2024-03-08,0.03125,0.9647094766901732,0.8010147314077174,0.32028469750889677
1439,Self Care,Mac Miller,Swimming,2018-08-03,0.15625,0.5772993397055799,0.7907339000400553,0.4555160142348754
1440,"I'm Good Luv, Enjoy.",Aaron May,CHASE,2019-02-28,0.21875,0.5032141810541018,0.8673728247808091,0.8956109134045077
1442,Doomsday,"MF DOOM, Pebbles The Invisible Girl",Operation: Doomsday (Complete),1999-10-19,0.125,0.28750553362887593,0.7990342249321287,0.8540925266903913
1443,"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",CHROMAKOPIA,2024-10-28,0.59375,0.3009421198007271,0.9001958253593841,0.28113879003558717
1444,Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",AT.LONG.LAST.A$AP,2015-05-26,0.125,0.1136716484914237,0.8533980150429481,0.17556346381969154
1445,A Cold Sunday,Lil Yachty,A Cold Sunday,2024-02-02,0.125,0.16981226189808157,0.9007521474030887,0.520759193357058
1446,infinity (888) - feat. Joey Bada$$,"XXXTENTACION, Joey Bada$$",?,2018-03-16,0.0625,0.2172175355243387,0.8201299568294095,0.505338078291815
1447,MY EYES,Travis Scott,UTOPIA,2023-07-28,0.4375,0.43482164568564013,0.7999688459655526,0.37841043890865955
1448,Devil In A New Dress,"Kanye West, Rick Ross",My Beautiful Dark Twisted Fantasy,2010-11-22,0.25,0.1918968968032772,0.8613645467087989,0.3546856465005931
1449,Love Yourz,J. Cole,2014 Forest Hills Drive,2014-12-09,0.15625,0.20890618082963913,0.779117895767502,0.641755634638197
1450,Go Flex,Post Malone,Stoney (Deluxe),2016-12-09,0.125,0.20359389710879588,0.7890426810271931,0.627520759193357
1451,Champagne Shots,Sainté,Local Mvp,2021-01-06,0.0,0.5344893161993478,0.7164315278828609,0.956109134045077
1452,Rich Spirit,Kendrick Lamar,Mr. Morale & The Big Steppers,2022-05-13,0.15625,0.2910034105859101,0.7675018914949486,0.849347568208778
1453,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),2023-08-18,0.5,0.5778417912122857,0.756909519782812,0.3962040332147093
1454,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2",2018-11-09,0.5,0.44086966823167056,0.827829453914282,0.6322657176749703
1455,Righteous Minds,Joey Bada$$,1999,2012-06-12,0.0,0.2842445895138513,0.8455427477858384,0.7983392645314353
1456,Everybody Dies In Their Nightmares,XXXTENTACION,17,2017-08-25,0.40625,0.5028463116415083,0.8139436557034136,0.7093712930011862
1457,It Was A Good Day,Ice Cube,The Predator,1992-11-17,0.3125,0.20607545687510526,0.8526191641817615,0.7852906287069988
1458,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",CALL ME IF YOU GET LOST,2021-06-25,0.15625,0.5801238285853241,0.8450976901508745,0.42348754448398573
1459,Weekend (feat. Miguel),"Mac Miller, Miguel",GO:OD AM,2015-09-18,0.125,0.4411502465972081,0.7833236904179092,0.8386714116251481
1460,a lot,21 Savage,i am > i was,2018-12-21,0.28125,0.6027259746980667,0.8011037429347101,0.8315539739027282
1461,Flashing Lights,"Kanye West, Dwele",Graduation,2007-09-11,0.46875,0.25674167461638714,0.8025501802483422,0.5966785290628707
1462,Redbone,Childish Gambino,"""Awaken, My Love!""",2016-12-02,0.3125,0.690422301615508,0.7352352129600784,0.7176749703440094
1463,Passionfruit,Drake,More Life,2017-03-18,0.375,0.3907833124458329,0.7180114824869821,0.7983392645314353
1464,Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",Yacht Rock 2,2019-08-30,0.0,0.0,0.7834349548266502,0.5302491103202845
1465,Show Me,Joey Bada$$,2000,2022-07-22,0.0,0.7909067669266694,0.8304107881970716,0.5492289442467377
1466,Revenge,XXXTENTACION,17,2017-08-25,0.5,0.5654838729790566,0.6113756731496729,0.723606168446026
1469,Embarrassed (feat. Travis Scott),"Don Toliver, Travis Scott",Love Sick (Deluxe),2023-02-28,0.03125,0.4158109026517774,0.8575815568116072,0.8446026097271647
1470,Homecoming,"Kanye West, Chris Martin",Graduation,2007-09-11,0.34375,0.23451986806581754,0.814099425875651,0.6334519572953736
1471,Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,2013-07-01,0.46875,0.42250113790114924,0.8559125906804932,0.5444839857651245
1472,You Know How We Do It,Ice Cube,Lethal Injection,1993-12-07,0.25,0.2716247981394538,0.7370154434999333,0.7247924080664293
1473,Fuck Love,"XXXTENTACION, Trippie Redd",17,2017-08-25,0.5,0.5095988976387773,0.7544394499087632,0.7841043890865955
1474,DUCKWORTH.,Kendrick Lamar,DAMN.,2017-04-14,0.125,0.7806999494958944,0.8182384618808136,0.4934756820877817
1476,Good Morning,Kanye West,Graduation,2007-09-11,0.0625,0.21736094224450225,0.8490587031020518,0.4080664294187425
1477,Neighbors,J. Cole,4 Your Eyez Only,2016-12-09,0.0,0.5590679810204324,0.6966932217722195,0.9039145907473308
1478,Teenage Fever,Drake,More Life,2017-03-18,0.28125,0.2976312950873847,0.7413102496773333,0.7473309608540925
1481,Awolowo,Fido,Awolowo,2024-08-07,0.09375,0.35544290853768795,0.7203480350705417,0.5729537366548042
1483,Holy Ghost,Omah Lay,Holy Ghost,2023-11-09,0.0625,0.40322852172611817,0.7298500155770172,0.8149466192170817
