id,track_name,track_artist,track_album_name,track_album_release_date,track_popularity,tempo,loudness,danceability
370,ALL MINE,Brent Faiyaz,WASTELAND,2022-07-08,0.25,0.5777545001652298,0.7811429080065869,0.5705812574139976
371,Heart Of A Woman,Summer Walker,Heart Of A Woman,2024-10-25,0.1875,0.5027029049213447,0.7869286572611154,0.6880189798339263
372,U Remind Me,USHER,8701,2001-08-07,0.03125,0.27858314160478365,0.8612977880635543,0.6180308422301305
373,Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",Sail Out,2013-01-01,0.21875,0.2093862815884477,0.7142062397080422,0.2502965599051008
374,Love Galore (feat. Travis Scott),"SZA, Travis Scott",Ctrl,2017-06-09,0.28125,0.5343272042548153,0.8332146512973431,0.7817319098457888
375,Been Away,Brent Faiyaz,Fuck The World,2020-02-07,0.21875,0.5205850994182677,0.7625172459833549,0.5527876631079477
376,No Love (with SZA),"Summer Walker, SZA",Still Over It,2021-11-05,0.125,0.5273065100415881,0.841559481952913,0.6773428232502965
377,Burn,USHER,Confessions (Expanded Edition),2004-03-23,0.0625,0.4403396868745441,0.8118296319373359,0.7829181494661922
378,Miss Independent,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),2008-01-01,0.28125,0.7641645311535514,0.8444968623436736,0.6370106761565836
379,Let Me Love You,Mario,Turning Point,2004-03-15,0.21875,0.2819126715424953,0.7855267257109797,0.6524317912218268
380,Upset (feat. Tommy Richman & FELIX!),"Brent Faiyaz, FELIX!, Tommy Richman",Larger Than Life,2023-10-27,0.21875,0.5345017863489274,0.7621611998753839,0.8540925266903913
381,Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",While We Wait,2019-02-22,0.15625,0.6039168739829037,0.8570029818861543,0.5622775800711743
382,U Got It Bad,USHER,8701,2001-08-07,0.03125,0.4659596091855123,0.8699096533001024,0.8066429418742584
383,You,"Lloyd, Lil Wayne",Street Love,2007-01-01,0.15625,0.5044487258624668,0.8374872045929949,0.32740213523131667
384,Because Of You,Ne-Yo,Because Of You,2007-01-01,0.1875,0.3782508121184915,0.8424941029863368,0.7995255041518387
385,Trust,Brent Faiyaz,Lost,2018-10-19,0.21875,0.26626263382029275,0.7807201032533714,0.7449584816132858
386,Dilemma,"Nelly, Kelly Rowland",Nellyville,2002-06-25,0.28125,0.7412568663761123,0.7915127509012417,0.7010676156583628
387,Love in This Club (feat. Young Jeezy),"USHER, Jeezy",Here I Stand,2008-05-27,0.1875,0.5655649289513229,0.8381992968089368,0.5183867141162514
388,Adorn,Miguel,Kaleidoscope Dream (Deluxe Version),2012,0.0,0.8090508345647607,0.8444968623436736,0.5800711743772241
389,The Weekend,SZA,Ctrl,2017-06-09,0.15625,0.1496916755516483,0.7618941652944057,0.31316725978647686
390,Rehab (Winter In Paris),Brent Faiyaz,Fuck The World,2020-02-07,0.09375,0.5917460079933661,0.7110018247363035,0.48991696322657174
391,Language,"Paperboy Fabe, Brent Faiyaz",Language,2017-05-12,0.28125,0.751943784565696,0.8479460590146425,0.5741399762752075
392,Confessions Part II,USHER,Confessions (Expanded Edition),2004-03-23,0.0,0.5530636039979302,0.8004139036005163,0.8410438908659549
393,Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,2017-04-07,0.5625,0.33491080725513317,0.820552761582625,0.5705812574139976
394,Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Planet Pit (Deluxe Version),2011-06-17,0.5,0.4970539271618564,0.8998397792514131,0.6346381969157769
396,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",Motion,2014-10-31,0.4375,0.4908874381948212,0.8794338866883262,0.6049822064056939
397,The Nights,Avicii,The Days / Nights,2014-01-01,0.4375,0.4780930647263116,0.8532867506342072,0.46381969157769865
398,Ride It,Regard,Ride It,2019-07-26,0.375,0.4279942387908943,0.8764297476523211,0.8825622775800711
399,Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",Me 4 U,2015-10-16,0.375,0.4284431641757544,0.8323912946726602,0.7663107947805456
400,Closer,"The Chainsmokers, Halsey",Closer,2016-07-29,0.5,0.2849740932642488,0.846588633228003,0.7259786476868326
401,Faded,Alan Walker,Different World,2018-12-14,0.375,0.8126609428680098,0.8580266144465709,0.3938315539739027
402,Summer,Calvin Harris,Motion,2014-10-31,0.40625,0.4903512217629052,0.8920512706395479,0.5456702253855278
403,In My Mind,"Dynoro, Gigi D'Agostino",In My Mind,2018-06-08,0.375,0.4776067288927132,0.8524633940095243,0.6619217081850532
404,Timber,"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),2012,0.4375,0.5030894795583074,0.880234990431261,0.5278766310794779
405,Titanium (feat. Sia),"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),2012-12-07,0.375,0.4785856356346995,0.8894254305932618,0.5551601423487543
406,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb","At Night, Alone.",2016-05-06,0.34375,0.3283639787259249,0.8233121189194001,0.6263345195729537
407,Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",Sugar,2015-09-25,0.3125,0.459886646340323,0.8577373269838444,0.5931198102016607
408,Waiting For Love,Avicii,Stories,2015-10-02,0.3125,0.4906629755023912,0.8852196359428547,0.5255041518386713
409,On The Floor,"Jennifer Lopez, Pitbull",Love?,2011-04-29,0.3125,0.5031580653809942,0.8556010503360185,0.7046263345195729
410,Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,2016-02-05,0.375,0.6889757642642926,0.8578485913925854,0.47093712930011855
411,Blame (feat. John Newman),"Calvin Harris, John Newman",Motion,2014-10-31,0.34375,0.49081885237213435,0.8804352663669945,0.3297746144721233
412,Wild Ones (feat. Sia),"Flo Rida, Sia",Wild Ones,2012-06-22,0.28125,0.4849017663966881,0.8527081757087543,0.5599051008303677
413,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-04-19,0.28125,0.4161413616156327,0.7716631803818595,0.7805456702253855
414,More Than You Know,Axwell /\ Ingrosso,More Than You Know,2017-07-28,0.28125,0.4599739373873791,0.8605189372023678,0.6049822064056939
415,In the Name of Love,"Martin Garrix, Bebe Rexha",In the Name of Love,2016-07-29,0.28125,0.5280173085676165,0.8403355734567627,0.4329774614472123
416,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",Layers,2016-11-04,0.25,0.45316523571700257,0.8652810538964797,0.7793594306049821
417,Scream & Shout,"will.i.am, Britney Spears",#willpower,2013-01-01,0.25,0.5033825280734243,0.81877253104277,0.7544483985765124
418,This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,2016-04-29,0.28125,0.46549197857628316,0.9091637367039032,0.5871886120996441
419,Alors on danse - Radio Edit,Stromae,Cheese,2010-01-01,0.21875,0.44052673911823587,0.7663669945257912,0.7758007117437722
420,We Found Love,"Rihanna, Calvin Harris",Talk That Talk,2011-11-19,0.21875,0.49051333370743794,0.8713783434954827,0.7105575326215895
421,Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",Waves (Robin Schulz Radio Edit),2014-02-07,0.21875,0.4407512018106658,0.7634741198985269,0.8220640569395017
422,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Only One Flo (Part 1),2010-11-24,0.25,0.49045721803433046,0.8841514976189417,0.5693950177935942
423,Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",Motion,2014-10-31,0.25,0.47878515802797067,0.895411455783524,0.48398576512455516
424,Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",Dancin (feat. Luvli) [Krono Remix],2014-11-07,0.21875,0.4401401644812731,0.8258934532021898,0.6927639383155396
425,One More Time,Daft Punk,Discovery,2001-03-12,0.1875,0.4579101276319811,0.7794071832302284,0.5658362989323843
426,Firestone,"Kygo, Conrad Sewell",Cloud Nine,2016-05-13,0.1875,0.40292300306142187,0.8070897681249722,0.6737841043890864
427,Perfect Strangers,"Jonas Blue, JP Cooper",Blue,2018-11-09,0.1875,0.4281002350623197,0.8799457029685345,0.7046263345195729
428,Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",Love Tonight (David Guetta Remix),2021-06-11,0.1875,0.47821153114731624,0.8771640927500112,0.5753262158956108
429,Runaway (U & I),Galantis,Pharmacy,2015-06-05,0.1875,0.4782489415960545,0.8795228982153189,0.43890865954922886
430,Middle,"DJ Snake, Bipolar Sunshine",Encore,2016-08-05,0.15625,0.3465080463640163,0.8524411411277761,0.5302491103202845
431,Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",Infinity 2008,2008-05-07,0.15625,0.49089367326961103,0.8372201700120167,0.4294187425860023
432,King,Olly Alexander (Years & Years),Communion (Deluxe),2015-07-10,0.15625,0.440632735389661,0.8789443232898662,0.5029655990510083
433,Clarity,"Zedd, Foxes",Clarity,2012-01-01,0.15625,0.490669210577181,0.89374248965241,0.4424673784104388
434,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen,2014-11-10,0.15625,0.22866513283826845,0.8801459789042682,0.5456702253855278
435,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"Felix Jaehn, Jasmine Thompson",I,2018-02-16,0.15625,0.4281501156606375,0.8163024611687214,0.763938315539739
436,Hear Me Now,"Alok, Zeeba, Bruno Martini",Hear Me Now (feat. Zeeba),2016-10-21,0.15625,0.45325252676405864,0.8019938582046375,0.7615658362989324
437,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),2019-11-26,0.15625,0.3912197676811134,0.8027949619475723,0.6381969157769869
438,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],2013-02-01,0.125,0.47852328488680235,0.8423160799323512,0.517200474495848
439,Dynamite,Taio Cruz,The Rokstarr Hits Collection,2010-01-01,0.125,0.4406452055392405,0.8883127865058525,0.7295373665480427
440,Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",New Eyes,2014-06-02,0.125,0.4468366348054346,0.8213093595620633,0.7864768683274022
441,Breaking Me,"Topic, A7S",Breaking Me,2019-12-19,0.125,0.4534520491573298,0.8454092304953492,0.7746144721233689
442,The Business,Tiësto,The Business,2020-09-16,0.125,0.4409818995778855,0.8136543682406873,0.7852906287069988
443,Stay,"Zedd, Alessia Cara",Stay,2017-02-23,0.15625,0.32880666903599526,0.8593617873514621,0.65717674970344
444,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,2011-01-01,0.125,0.5032079459793122,0.8784325070096578,0.7283511269276394
445,Roses,"The Chainsmokers, ROZES",Roses,2015-06-16,0.09375,0.3160933515397519,0.8141884374026437,0.6844602609727164
446,I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",THIS IS... ICONA POP,2013-08-27,0.09375,0.4776753147154001,0.9117450709866929,0.6820877817319098
447,Play Hard (feat. Ne-Yo & Akon),"David Guetta, Ne-Yo, Akon",Nothing but the Beat (Ultimate Edition),2012-12-07,0.09375,0.5035882855414853,0.9333081134006854,0.6583629893238433
448,Around the World,Daft Punk,Homework,1997-01-17,0.09375,0.4488567990373045,0.8529974631714807,0.9727164887307235
449,This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",Intense,2013-05-03,0.0625,0.5024223265558072,0.8550892340558103,0.4922894424673784
450,I'm an Albatraoz,"AronChupa, Little Sis Nora",I'm an Albatraoz,2014-08-08,0.0625,0.49115554641077935,0.8507054163514176,0.8861209964412812
451,Heroes (we could be),"Alesso, Tove Lo",Forever,2015-05-22,0.0625,0.47755061321960574,0.879411633806578,0.4353499406880189
452,You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",Settle (Special Edition),2013-06-03,0.0625,0.16062176165803116,0.8183274734078063,0.5492289442467377
454,Let Me Go,Daniel Caesar,NEVER ENOUGH,2023-04-07,0.0625,0.6457978713454668,0.7904446125773288,0.5397390272835112
460,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",UTOPIA,2023-07-28,0.625,0.6156076392136325,0.9093862655213851,0.5136417556346381
464,Slow It Down,Benson Boone,Fireworks & Rollerblades,2024-04-05,0.59375,0.8241771260046267,0.86699452579109,0.35112692763938314
467,Big Dawgs,"Hanumankind, Kalmi",Big Dawgs,2024-07-09,0.53125,0.8155041369721232,0.8999287907784058,0.3890865954922894
469,I'm Good (Blue),"David Guetta, Bebe Rexha",I'm Good (Blue),2022-08-26,0.53125,0.4909186135687698,0.88944768347501,0.5041518386714117
470,Romantic Homicide,d4vd,Romantic Homicide,2022-07-20,0.53125,0.5159337336251348,0.7350126841425966,0.5160142348754447
471,New Woman (feat. ROSALÍA),"LISA, ROSALÍA",New Woman (feat. ROSALÍA),2024-08-15,0.53125,0.568701171570553,0.8662601806933998,0.40450771055753254
474,i like the way you kiss me,Artemas,i like the way you kiss me,2024-03-19,0.5,0.6381100241297395,0.8763184832435801,0.5492289442467377
476,Ransom,Lil Tecca,We Love You Tecca,2019-08-30,0.5,0.8147309876981976,0.8319462370376964,0.7224199288256227
477,KEEP UP,Odetari,KEEP UP // FROSTBITE,2024-07-17,0.5,0.5604895780724892,0.8864880502025013,0.4033214709371292
479,one of wun,Gunna,One of Wun,2024-05-10,0.5,0.565134708790832,0.8690640437936713,0.9240806642941873
480,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),2024-07-19,0.46875,0.4407636719602453,0.8209533134540924,0.6737841043890864
481,Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",Black Friday (pretty like the sun),2024-07-19,0.46875,0.4783923483162182,0.7301170501579956,0.8505338078291814
482,I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,0.46875,0.5031019497078868,0.7844808402688148,0.6702253855278765
483,Apple,Charli xcx,BRAT,2024-06-07,0.46875,0.4784172886153771,0.8498598068449865,0.7924080664294187
484,Hope,XXXTENTACION,?,2018-03-16,0.4375,0.6031499597837677,0.8358627442253772,0.5409252669039145
485,Happier,"Marshmello, Bastille",Happier,2018-08-17,0.4375,0.31615570228764905,0.9100093462103342,0.6536180308422301
487,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hollywood's Bleeding,2019-09-06,0.4375,0.2534869655761521,0.8739819306600205,0.734282325029656
488,fukumean,Gunna,a Gift & a Curse,2023-06-16,0.4375,0.503145595231415,0.8210423249810851,0.8434163701067615
490,redrum,21 Savage,american dream,2024-01-12,0.40625,0.7655736580560286,0.7763140326672304,0.5800711743772241
491,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",I NEVER LIKED YOU,2022-04-29,0.4375,0.21251628913288817,0.8716231251947127,0.3879003558718861
492,Miles On It,"Marshmello, Kane Brown",Miles On It,2024-05-03,0.40625,0.5029086623894055,0.8654368240687169,0.5907473309608541
493,Moonlight,XXXTENTACION,?,2018-03-16,0.40625,0.49072532625028836,0.843829275891228,0.9311981020166072
494,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,2020-01-17,0.40625,0.7275708772126723,0.8541323601406383,0.797153024911032
495,Addicted,"Zerb, The Chainsmokers, Ink",Addicted,2024-03-29,0.40625,0.44118765704594637,0.8124749655080333,0.753262158956109
496,on one tonight,Gunna,One of Wun,2024-05-10,0.4375,0.5033575877742655,0.8750945747474299,0.8908659549228944
497,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),2023-12-01,0.40625,0.6279593223720721,0.8566024300146869,0.6370106761565836
498,360,Charli xcx,BRAT,2024-06-07,0.40625,0.4410504854005725,0.7902665895233433,0.8552787663107947
499,Houdini,Eminem,Houdini,2024-05-31,0.40625,0.484452841011828,0.9097645645111042,0.9489916963226571
501,The Box,Roddy Ricch,Please Excuse Me for Being Antisocial,2019-12-06,0.40625,0.4219025707213359,0.8223774978859762,0.9015421115065242
502,Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,0.40625,0.3471564941421474,0.8618986158707553,0.9572953736654802
503,XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,2017-08-25,0.40625,0.6596147970794912,0.8295206729271442,0.7069988137603795
505,Where Are You Now,"Lost Frequencies, Calum Scott",All Stand Together,2023-11-10,0.40625,0.4472169743676077,0.7862165650451735,0.7425860023724792
506,2055,Sleepy Hallow,Still Sleep?,2021-06-02,0.375,0.19457174388806803,0.8406693666829855,0.8220640569395017
507,Mood (feat. iann dior),"24kGoldn, iann dior",El Dorado,2021-03-26,0.375,0.2600150888809913,0.8894921892385065,0.6702253855278765
508,SLAY!,Eternxlkz,SLAY!,2024-03-15,0.375,0.5026592593978165,0.8664604566291335,0.6465005931198102
511,You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",You & Me (Rivo Remix),2023-12-22,0.34375,0.4533273476615353,0.823534647736882,0.6714116251482798
512,Sprinter,"Dave, Central Cee",Sprinter,2023-06-01,0.34375,0.5596104325271383,0.8664827095108817,0.9276393831553974
513,Somedays,"Sonny Fodera, Jazzy, D.O.D",Somedays,2024-07-26,0.34375,0.4902078150427415,0.836663847968312,0.6346381969157769
514,Back On 74,Jungle,Volcano,2023-08-11,0.34375,0.602919262016548,0.8091370332458054,0.5741399762752075
515,DEVIL IS A LIE,Tommy Richman,DEVIL IS A LIE,2024-06-14,0.3125,0.25389848051227376,0.8093595620632872,0.911032028469751
516,Whatever She Wants,Bryson Tiller,Whatever She Wants,2024-02-13,0.3125,0.29127151880186813,0.81828296764431,0.7912218268090154
517,euphoria,Kendrick Lamar,euphoria,2024-04-30,0.3125,0.5651658841647806,0.8598736036316703,0.8244365361803083
520,Push Up - Main Edit,Creeds,Push Up (Main Edit),2023-03-31,0.28125,0.16035365344207309,0.7758022163870222,0.7485172004744958
521,Strangers,Kenya Grace,Strangers,2023-09-01,0.28125,0.7524301203992945,0.7863278294539143,0.5836298932384341
522,BACKBONE,"Chase & Status, Stormzy",BACKBONE,2024-08-08,0.28125,0.24132233466140435,0.9498420045395879,0.7603795966785291
523,FUNKED UP - SLOWED,"xxanteria, isq",FUNKED UP,2024-01-19,0.28125,0.3781385807722764,0.976834750100138,0.734282325029656
525,Montagem Mysterious Game,LXNGVX,Montagem Mysterious Game,2023-12-01,0.28125,0.5034573489709009,0.7388401798032845,0.47568208778173193
526,TUCA DONKA,"CURSEDEVIL, DJ FKU, Skorde",TUCA DONKA,2023-07-28,0.28125,0.5033139422507373,0.8973474564956162,0.8078291814946618
527,Paint The Town Red,Doja Cat,Scarlet,2023-09-20,0.28125,0.3159250045204293,0.8002136276647827,0.863582443653618
528,MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",MONTAGEM - PR FUNK,2023-05-01,0.28125,0.5033139422507373,0.9000845609506432,0.879003558718861
529,Doja,Central Cee,Doja,2022-07-21,0.28125,0.5657395110454351,0.8058436067470738,0.9193357058125741
530,Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",Somebody (2024),2024-02-09,0.28125,0.5032453564280503,0.8332591570608394,0.8446026097271647
531,Whatever,"Kygo, Ava Max",Whatever,2024-01-19,0.25,0.36599889015668746,0.8445636209889181,0.5266903914590746
532,ONE CALL,Rich Amiri,Ghetto Fabulous,2023-11-17,0.25,0.6783761371217649,0.8091592861275536,0.6097271648873072
533,IDGAF (feat. Yeat),"Drake, Yeat",For All The Dogs,2023-10-06,0.25,0.546173846355287,0.780319551381904,0.6370106761565836
534,Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",Deep Down (feat. Never Dull),2022-06-17,0.25,0.47789977740783013,0.877253104277004,0.6536180308422301
535,Agora Hills,Doja Cat,Scarlet,2023-09-20,0.25,0.4595561873764677,0.8321687658551783,0.734282325029656
536,CUTE DEPRESSED,Dyan Dxddy,CUTE DEPRESSED,2024-02-02,0.25,0.6354538822693181,0.9240064088299436,0.823250296559905
537,BRODYAGA FUNK,Eternxlkz,BRODYAGA FUNK,2023-11-17,0.21875,0.5031393601566252,0.9054029996884597,0.5421115065243178
538,LOVELY BASTARDS,"ZWE1HVNDXR, yatashigang",LOVELY BASTARDS,2023-08-25,0.21875,0.6294058597232877,0.8341047665672705,0.5658362989323843
539,Boyz In Paris (with VINAI),"Marnik, Naeleck, VINAI",Boyz In Paris (with VINAI),2023-07-28,0.21875,0.6218302438537753,0.8806577951844765,0.5836298932384341
540,Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This (ARIZONATEARS Pluggnb Remix),2023-02-05,0.21875,0.502983483286882,0.8114068271841204,0.6524317912218268
541,10:35,"Tiësto, Tate McRae",DRIVE,2023-04-21,0.21875,0.4408073174837733,0.843606747073746,0.6642941874258599
542,TOO COOL TO BE CARELESS,PAWSA,TOO COOL TO BE CARELESS,2024-07-05,0.1875,0.4906754456519708,0.8104054475054521,0.7935943060498221
543,Automotivo Bibi Fogosa,"Bibi Babydoll, Dj Brunin XM, KZA Produções",Automotivo Bibi Fogosa,2023-11-10,0.1875,0.5346140176951424,0.8961680537629624,0.6939501779359429
544,Bones,Imagine Dragons,Bones,2022-03-11,0.1875,0.4038208538311418,0.8893364190662691,0.7556346381969158
546,First Person Shooter (feat. J. Cole),"Drake, J. Cole",For All The Dogs,2023-10-06,0.1875,0.7151131977828078,0.8078018603409143,0.4021352313167259
547,Atmosphere,"FISHER, Kita Alexander",Atmosphere,2023-08-11,0.15625,0.47810553487589097,0.8696648716008724,0.7425860023724792
548,9mm,"Memphis Cult, Groove Dealers, SPLYXER",Memphis Cult Vol. 6,2023-02-23,0.15625,0.6587917672072479,0.9100093462103342,0.7129300118623961
549,edamame,"bbno$, Rich Brian",eat ya veggies,2021-10-08,0.15625,0.35372202789572477,0.8665049623926299,0.8054567022538551
550,Breathe,Yeat,2093,2024-02-16,0.15625,0.42863645149423574,0.6798477902888425,0.7402135231316725
551,GOOD LOYAL THOTS,Odetari,GOOD LOYAL THOTS,2023-03-15,0.15625,0.6056502247744464,0.8538208197961636,0.5326215895610913
552,Let's Go,Key Glock,Glockoma 2 (Deluxe),2023-06-23,0.15625,0.16324049306971444,0.8175486225466199,0.6144721233689205
553,GODS,"League of Legends, NewJeans",GODS,2023-10-04,0.15625,0.6028257358947022,0.8395789754773244,0.5361803084223012
556,Stronger,Young Jonn,Jiggy Forever,2024-04-12,0.0625,0.37931077483274417,0.8133205750144644,0.6998813760379595
557,Are you there?,Ayo Maff,MAFFIAN,2024-08-15,0.03125,0.39099530498868346,0.7792291601762429,0.7663107947805456
559,OZEBA,Rema,HEIS,2024-07-10,0.0,0.6153021205489362,0.8696426187191242,0.7330960854092526
562,Constantly,"Hyce, BoyPee, Brown Joel",Constantly,2024-08-28,0.0,0.9269997443619338,0.7849258979037786,0.2823250296559905
564,JUJU (feat. Shallipopi),"Smur Lee, ODUMODUBLVCK, Shallipopi",JUJU (feat. Shallipopi),2024-08-22,0.09375,0.39721790962882614,0.8117628732920914,0.9027283511269276
565,alone - Remix,"FOLA, Bnxn",alone (Remix),2024-10-04,0.0,0.2903050822094611,0.7842805643330812,0.524317912218268
566,Dealer,"Ayo Maff, Fireboy DML",Dealer,2024-04-16,0.0,0.11539876420817674,0.8319017312742001,0.4199288256227758
567,アイドル,YOASOBI,アイドル,2023-04-12,0.125,0.7276519331849389,0.909252748230896,0.5195729537366547
568,KICK BACK,Kenshi Yonezu,KICK BACK,2022-10-12,0.125,0.32806469513601827,0.856135119497975,0.5231316725978646
569,ライラック,Mrs. GREEN APPLE,ライラック,2024-04-11,0.28125,0.6273607551922586,0.8740931950687615,0.4685646500593119
570,青のすみか,Tatsuya Kitani,青のすみか,2023-07-07,0.09375,0.6402486547826143,0.8641684098090703,0.4068801897983392
571,Bling-Bang-Bang-Born,Creepy Nuts,Bling-Bang-Bang-Born,2024-01-07,0.375,0.6715674354513885,0.8190618185054965,0.8505338078291814
572,カーテンコール,Yuuri,カーテンコール,2024-07-19,0.15625,0.5725419776410219,0.8861097512127821,0.4851720047449585
573,晴る,ヨルシカ,晴る,2024-01-05,0.0625,0.3282766876788688,0.8321242600916819,0.6631079478054566
574,Nobody - from Kaiju No. 8,OneRepublic,Nobody (from Kaiju No. 8),2024-04-12,0.03125,0.5652344699874676,0.8428946548578041,0.6607354685646499
575,Abyss - from Kaiju No. 8,YUNGBLUD,Abyss (from Kaiju No. 8),2024-01-19,0.0,0.4100060480225462,0.8768080466420403,0.5219454329774613
576,絆ノ奇跡,"MAN WITH A MISSION, milet",絆ノ奇跡,2023-04-10,0.0,0.7522617733799719,0.8655258355957097,0.3558718861209964
577,タイムパラドックス,Vaundy,タイムパラドックス,2024-01-07,0.0,0.20416752398945032,0.8525078997730207,0.8220640569395017
578,Master Of Puppets,Metallica,Master Of Puppets (Remastered),1986-03-03,0.21875,0.34834115835219454,0.7684587654101207,0.48279952550415184
579,The Trooper - 2015 Remaster,Iron Maiden,Piece of Mind (2015 Remaster),1983,0.09375,0.6886702455995961,0.8687970092126931,0.17674970344009486
580,Walk,Pantera,Vulgar Display of Power,1992-02-21,0.15625,0.4298273507790727,0.792981441096622,0.3487544483985765
581,Chop Suey!,System Of A Down,Toxicity,2001-09-04,0.46875,0.4848456507235806,0.8842182562641863,0.33333333333333326
582,Blind,Korn,Korn,1994-10-11,0.0,0.2665120368118817,0.7894877386621568,0.17437722419928822
583,One,Metallica,...And Justice For All,1988-08-25,0.125,0.3296671093569768,0.7609595442609819,0.3570581257413997
584,Mother,Danzig,Danzig,1988-01-01,0.03125,0.6176527437446615,0.7608927856157373,0.27164887307236063
585,Cowboys from Hell,Pantera,Cowboys from Hell,1990-07-20,0.09375,0.40846598454948474,0.7553073122969425,0.3309608540925266
586,Duality,Slipknot,Vol. 3: The Subliminal Verses,2004,0.375,0.5890088101606779,0.9038452979660867,0.258600237247924
587,Enter Sandman,Metallica,Metallica,1991-08-12,0.34375,0.46109625084952904,0.7777827228626107,0.5231316725978646
588,Hail to the King,Avenged Sevenfold,Hail to the King,2013-08-23,0.21875,0.4283434029791188,0.8742044594775024,0.5266903914590746
589,Freak On a Leash,Korn,Follow The Leader,1998-08-18,0.28125,0.33665662819625536,0.8404023321020073,0.2574139976275207
590,Dragula,Rob Zombie,Hellbilly Deluxe,1998-01-01,0.28125,0.4721697436760755,0.8267835684721172,0.5385527876631079
591,Nightmare,Avenged Sevenfold,Nightmare,2010-07-23,0.0625,0.5030395989599896,0.8615203168810361,0.49584816132858833
592,My Own Summer (Shove It),Deftones,Around the Fur,1997-10-27,0.28125,0.14051364546117734,0.8760069428991055,0.36417556346381963
593,Schism,TOOL,Lateralus,2001-05-15,0.0,0.3624823079752843,0.7817659886955362,0.5112692763938315
594,"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",The Chronic,1992-12-15,0.25,0.2842570596634307,0.8739374248965242,0.6322657176749703
595,Could You Be Loved,Bob Marley & The Wailers,Uprising,1980-06-10,0.34375,0.3367501543181011,0.7809648849526014,0.9252669039145908
596,Welcome To Jamrock,Damian Marley,Welcome to Jamrock,2005-01-01,0.0,0.17087222461233426,0.8264942810093908,0.8303677342823249
